Time	[camR]	[ca]	[camR_ca1_A]	[camR_ca1_B]	[camR_ca1_C]	[camR_ca1_D]	[camR_ca2_AB]	[camR_ca2_AC]	[camR_ca2_AD]	[camR_ca2_BC]	[camR_ca2_BD]	[camR_ca2_CD]	[camR_ca3_ABC]	[camR_ca3_ABD]	[camR_ca3_ACD]	[camR_ca3_BCD]	[camR_ca4_ABCD]	[camT]	[camT_ca1_A]	[camT_ca1_B]	[camT_ca1_C]	[camT_ca1_D]	[camT_ca2_AB]	[camT_ca2_AC]	[camT_ca2_AD]	[camT_ca2_BC]	[camT_ca2_BD]	[camT_ca2_CD]	[camT_ca3_ABC]	[camT_ca3_ABD]	[camT_ca3_ACD]	[camT_ca3_BCD]	[camT_ca4_ABCD]	[CaMKII]	[camR_CaMKII]	[camR_ca1_A_CaMKII]	[camR_ca1_B_CaMKII]	[camR_ca1_C_CaMKII]	[camR_ca1_D_CaMKII]	[camR_ca2_AB_CaMKII]	[camR_ca2_AC_CaMKII]	[camR_ca2_AD_CaMKII]	[camR_ca2_BC_CaMKII]	[camR_ca2_BD_CaMKII]	[camR_ca2_CD_CaMKII]	[camR_ca3_ABC_CaMKII]	[camR_ca3_ABD_CaMKII]	[camR_ca3_ACD_CaMKII]	[camR_ca3_BCD_CaMKII]	[camR_ca4_ABCD_CaMKII]	[PP2B]	[camR_PP2B]	[camR_ca1_A_PP2B]	[camR_ca1_B_PP2B]	[camR_ca1_C_PP2B]	[camR_ca1_D_PP2B]	[camR_ca2_AB_PP2B]	[camR_ca2_AC_PP2B]	[camR_ca2_AD_PP2B]	[camR_ca2_BC_PP2B]	[camR_ca2_BD_PP2B]	[camR_ca2_CD_PP2B]	[camR_ca3_ABC_PP2B]	[camR_ca3_ABD_PP2B]	[camR_ca3_ACD_PP2B]	[camR_ca3_BCD_PP2B]	[camR_ca4_ABCD_PP2B]
89	4.23844e-18	9.42414e-06	3.03509e-19	1.5193e-16	1.45115e-19	1.73929e-16	2.51338e-15	2.46958e-18	2.87732e-15	1.22825e-15	1.25729e-12	1.40611e-15	1.20167e-15	1.42156e-12	1.3757e-15	6.79785e-13	7.6988e-13	8.76169e-14	3.93267e-16	1.96887e-13	1.88005e-16	2.25397e-13	8.24604e-16	8.15264e-19	9.44003e-16	4.04449e-16	4.07599e-13	4.63014e-16	1.55025e-18	1.82475e-15	1.77476e-18	8.72608e-16	3.91331e-18	6.99973e-05	2.21881e-15	2.50608e-15	1.2576e-12	1.1978e-15	1.43974e-12	1.43975e-12	1.36639e-15	1.64826e-12	6.86785e-13	8.28905e-10	7.86251e-13	7.80182e-13	9.38898e-10	8.93175e-13	4.48945e-10	5.08522e-10	1.40273e-06	1.62066e-13	1.83572e-13	9.20075e-11	8.77766e-14	1.05333e-10	1.04222e-10	9.94282e-14	1.19316e-10	4.98345e-11	5.98028e-08	5.70519e-11	5.64487e-11	6.77392e-08	6.4624e-11	3.23903e-08	3.66887e-08
90	4.22591e-18	9.42414e-06	3.02611e-19	1.51482e-16	1.44686e-19	1.73417e-16	2.50599e-15	2.46229e-18	2.86886e-15	1.22464e-15	1.25361e-12	1.40197e-15	1.19815e-15	1.4174e-12	1.37167e-15	6.77795e-13	7.67627e-13	8.73578e-14	3.92104e-16	1.96307e-13	1.87449e-16	2.24733e-13	8.22178e-16	8.12855e-19	9.41227e-16	4.03259e-16	4.06406e-13	4.61652e-16	1.54571e-18	1.81941e-15	1.76956e-18	8.70054e-16	3.90186e-18	6.99973e-05	2.21049e-15	2.49667e-15	1.25288e-12	1.1933e-15	1.43434e-12	1.43436e-12	1.36127e-15	1.64209e-12	6.84211e-13	8.25804e-10	7.83305e-13	7.77261e-13	9.35385e-10	8.89831e-13	4.47265e-10	5.06619e-10	1.40272e-06	1.62074e-13	1.83581e-13	9.20123e-11	8.77812e-14	1.05338e-10	1.04228e-10	9.94334e-14	1.19323e-10	4.98371e-11	5.98059e-08	5.70549e-11	5.64516e-11	6.77427e-08	6.46274e-11	3.23919e-08	3.66907e-08
91	4.21431e-18	9.42414e-06	3.01781e-19	1.51068e-16	1.44289e-19	1.72943e-16	2.49915e-15	2.45555e-18	2.86103e-15	1.2213e-15	1.25021e-12	1.39815e-15	1.19489e-15	1.41355e-12	1.36794e-15	6.75955e-13	7.65542e-13	8.7118e-14	3.91028e-16	1.9577e-13	1.86934e-16	2.24118e-13	8.19935e-16	8.10627e-19	9.38659e-16	4.02158e-16	4.05302e-13	4.60391e-16	1.54151e-18	1.81447e-15	1.76475e-18	8.67692e-16	3.89126e-18	6.99973e-05	2.20279e-15	2.48796e-15	1.24852e-12	1.18914e-15	1.42934e-12	1.42937e-12	1.35653e-15	1.63638e-12	6.81831e-13	8.22935e-10	7.8058e-13	7.74559e-13	9.32135e-10	8.86737e-13	4.45711e-10	5.04859e-10	1.40271e-06	1.62082e-13	1.8359e-13	9.20167e-11	8.77854e-14	1.05343e-10	1.04233e-10	9.94382e-14	1.19328e-10	4.98395e-11	5.98088e-08	5.70576e-11	5.64543e-11	6.7746e-08	6.46305e-11	3.23935e-08	3.66924e-08
92	4.20358e-18	9.42414e-06	3.01013e-19	1.50685e-16	1.43922e-19	1.72504e-16	2.49283e-15	2.44931e-18	2.85379e-15	1.2182e-15	1.24706e-12	1.39461e-15	1.19188e-15	1.40999e-12	1.36449e-15	6.74252e-13	7.63614e-13	8.68963e-14	3.90033e-16	1.95274e-13	1.86458e-16	2.2355e-13	8.17859e-16	8.08566e-19	9.36283e-16	4.01139e-16	4.04281e-13	4.59225e-16	1.53762e-18	1.8099e-15	1.76031e-18	8.65506e-16	3.88146e-18	6.99973e-05	2.19566e-15	2.47991e-15	1.24448e-12	1.18529e-15	1.42471e-12	1.42475e-12	1.35215e-15	1.6311e-12	6.79629e-13	8.2028e-10	7.78058e-13	7.72059e-13	9.29128e-10	8.83875e-13	4.44274e-10	5.0323e-10	1.4027e-06	1.62089e-13	1.83598e-13	9.20208e-11	8.77893e-14	1.05348e-10	1.04237e-10	9.94426e-14	1.19334e-10	4.98417e-11	5.98115e-08	5.70602e-11	5.64568e-11	6.7749e-08	6.46333e-11	3.23949e-08	3.6694e-08
93	4.19366e-18	9.42414e-06	3.00302e-19	1.5033e-16	1.43582e-19	1.72099e-16	2.48698e-15	2.44353e-18	2.84709e-15	1.21534e-15	1.24414e-12	1.39133e-15	1.1891e-15	1.4067e-12	1.3613e-15	6.72677e-13	7.6183e-13	8.66911e-14	3.89112e-16	1.94815e-13	1.86018e-16	2.23024e-13	8.15939e-16	8.06659e-19	9.34085e-16	4.00196e-16	4.03337e-13	4.58146e-16	1.53403e-18	1.80567e-15	1.75619e-18	8.63484e-16	3.87239e-18	6.99973e-05	2.18907e-15	2.47246e-15	1.24074e-12	1.18173e-15	1.42043e-12	1.42049e-12	1.34809e-15	1.62621e-12	6.77591e-13	8.17824e-10	7.75726e-13	7.69746e-13	9.26346e-10	8.81227e-13	4.42944e-10	5.01724e-10	1.40269e-06	1.62096e-13	1.83606e-13	9.20246e-11	8.7793e-14	1.05352e-10	1.04242e-10	9.94467e-14	1.19339e-10	4.98438e-11	5.98139e-08	5.70625e-11	5.64592e-11	6.77518e-08	6.4636e-11	3.23963e-08	3.66956e-08
94	4.18447e-18	9.42414e-06	2.99644e-19	1.50003e-16	1.43267e-19	1.71723e-16	2.48156e-15	2.43819e-18	2.84089e-15	1.21269e-15	1.24145e-12	1.3883e-15	1.18652e-15	1.40365e-12	1.35835e-15	6.7122e-13	7.6018e-13	8.65013e-14	3.8826e-16	1.9439e-13	1.85611e-16	2.22538e-13	8.14162e-16	8.04894e-19	9.32051e-16	3.99324e-16	4.02463e-13	4.57148e-16	1.5307e-18	1.80176e-15	1.75238e-18	8.61613e-16	3.864e-18	6.99973e-05	2.18297e-15	2.46557e-15	1.23728e-12	1.17844e-15	1.41647e-12	1.41654e-12	1.34434e-15	1.62169e-12	6.75706e-13	8.15552e-10	7.73568e-13	7.67606e-13	9.23772e-10	8.78777e-13	4.41713e-10	5.0033e-10	1.40269e-06	1.62102e-13	1.83613e-13	9.20281e-11	8.77963e-14	1.05356e-10	1.04246e-10	9.94505e-14	1.19343e-10	4.98457e-11	5.98162e-08	5.70647e-11	5.64613e-11	6.77544e-08	6.46385e-11	3.23975e-08	3.6697e-08
95	4.17598e-18	9.42414e-06	2.99036e-19	1.49699e-16	1.42977e-19	1.71376e-16	2.47655e-15	2.43325e-18	2.83516e-15	1.21024e-15	1.23895e-12	1.38549e-15	1.18413e-15	1.40083e-12	1.35562e-15	6.69871e-13	7.58653e-13	8.63256e-14	3.87471e-16	1.93996e-13	1.85234e-16	2.22088e-13	8.12518e-16	8.03261e-19	9.30169e-16	3.98517e-16	4.01654e-13	4.56224e-16	1.52762e-18	1.79814e-15	1.74886e-18	8.59882e-16	3.85624e-18	6.99973e-05	2.17732e-15	2.45919e-15	1.23408e-12	1.17539e-15	1.41281e-12	1.41288e-12	1.34086e-15	1.61751e-12	6.73962e-13	8.1345e-10	7.71571e-13	7.65625e-13	9.21391e-10	8.7651e-13	4.40574e-10	4.9904e-10	1.40268e-06	1.62108e-13	1.83619e-13	9.20314e-11	8.77994e-14	1.0536e-10	1.04249e-10	9.9454e-14	1.19347e-10	4.98474e-11	5.98183e-08	5.70667e-11	5.64633e-11	6.77568e-08	6.46407e-11	3.23986e-08	3.66982e-08
96	4.16812e-18	9.42414e-06	2.98473e-19	1.49418e-16	1.42707e-19	1.71055e-16	2.47192e-15	2.42867e-18	2.82986e-15	1.20798e-15	1.23664e-12	1.3829e-15	1.18193e-15	1.39822e-12	1.3531e-15	6.68624e-13	7.5724e-13	8.61631e-14	3.86742e-16	1.93633e-13	1.84885e-16	2.21672e-13	8.10997e-16	8.01751e-19	9.28428e-16	3.97771e-16	4.00906e-13	4.55369e-16	1.52478e-18	1.79479e-15	1.7456e-18	8.58281e-16	3.84906e-18	6.99973e-05	2.1721e-15	2.45329e-15	1.23112e-12	1.17257e-15	1.40942e-12	1.4095e-12	1.33765e-15	1.61364e-12	6.72349e-13	8.11505e-10	7.69724e-13	7.63794e-13	9.19188e-10	8.74413e-13	4.39521e-10	4.97847e-10	1.40267e-06	1.62113e-13	1.83625e-13	9.20344e-11	8.78023e-14	1.05363e-10	1.04253e-10	9.94572e-14	1.19351e-10	4.9849e-11	5.98203e-08	5.70685e-11	5.64651e-11	6.7759e-08	6.46428e-11	3.23997e-08	3.66994e-08
97	4.16084e-18	9.42414e-06	2.97952e-19	1.49159e-16	1.42458e-19	1.70758e-16	2.46763e-15	2.42444e-18	2.82495e-15	1.20588e-15	1.23451e-12	1.3805e-15	1.17988e-15	1.39581e-12	1.35076e-15	6.6747e-13	7.55932e-13	8.60127e-14	3.86067e-16	1.93296e-13	1.84562e-16	2.21286e-13	8.0959e-16	8.00353e-19	9.26817e-16	3.9708e-16	4.00214e-13	4.54579e-16	1.52214e-18	1.79169e-15	1.74258e-18	8.56799e-16	3.84242e-18	6.99973e-05	2.16727e-15	2.44783e-15	1.22838e-12	1.16996e-15	1.40629e-12	1.40637e-12	1.33468e-15	1.61005e-12	6.70855e-13	8.09705e-10	7.68014e-13	7.62098e-13	9.17149e-10	8.72472e-13	4.38546e-10	4.96743e-10	1.40267e-06	1.62118e-13	1.83631e-13	9.20372e-11	8.78049e-14	1.05367e-10	1.04256e-10	9.94602e-14	1.19355e-10	4.98505e-11	5.98221e-08	5.70703e-11	5.64668e-11	6.7761e-08	6.46448e-11	3.24007e-08	3.67005e-08
98	4.15411e-18	9.42414e-06	2.9747e-19	1.48918e-16	1.42228e-19	1.70483e-16	2.46366e-15	2.42053e-18	2.82041e-15	1.20394e-15	1.23253e-12	1.37828e-15	1.17799e-15	1.39357e-12	1.3486e-15	6.66402e-13	7.54723e-13	8.58736e-14	3.85443e-16	1.92985e-13	1.84264e-16	2.2093e-13	8.08288e-16	7.9906e-19	9.25327e-16	3.96441e-16	3.99573e-13	4.53847e-16	1.51971e-18	1.78883e-15	1.73979e-18	8.55428e-16	3.83627e-18	6.99973e-05	2.1628e-15	2.44278e-15	1.22585e-12	1.16754e-15	1.40339e-12	1.40348e-12	1.33193e-15	1.60674e-12	6.69474e-13	8.0804e-10	7.66433e-13	7.6053e-13	9.15263e-10	8.70677e-13	4.37644e-10	4.95721e-10	1.40266e-06	1.62123e-13	1.83636e-13	9.20397e-11	8.78074e-14	1.0537e-10	1.04259e-10	9.9463e-14	1.19358e-10	4.98519e-11	5.98237e-08	5.70719e-11	5.64684e-11	6.77629e-08	6.46466e-11	3.24016e-08	3.67016e-08
99	4.14789e-18	9.42414e-06	2.97024e-19	1.48696e-16	1.42015e-19	1.70228e-16	2.45999e-15	2.41691e-18	2.8162e-15	1.20215e-15	1.23071e-12	1.37622e-15	1.17625e-15	1.39151e-12	1.3466e-15	6.65413e-13	7.53604e-13	8.57449e-14	3.84865e-16	1.92697e-13	1.83988e-16	2.206e-13	8.07083e-16	7.97864e-19	9.23948e-16	3.95849e-16	3.98981e-13	4.5317e-16	1.51745e-18	1.78617e-15	1.73721e-18	8.5416e-16	3.83058e-18	6.99973e-05	2.15867e-15	2.43811e-15	1.2235e-12	1.16531e-15	1.4007e-12	1.4008e-12	1.32938e-15	1.60368e-12	6.68196e-13	8.06499e-10	7.6497e-13	7.59079e-13	9.13519e-10	8.69016e-13	4.3681e-10	4.94776e-10	1.40266e-06	1.62127e-13	1.83641e-13	9.20421e-11	8.78097e-14	1.05372e-10	1.04261e-10	9.94656e-14	1.19361e-10	4.98532e-11	5.98253e-08	5.70733e-11	5.64699e-11	6.77646e-08	6.46483e-11	3.24024e-08	3.67025e-08
100	4.14213e-18	9.42414e-06	2.96612e-19	1.4849e-16	1.41818e-19	1.69993e-16	2.4566e-15	2.41355e-18	2.81232e-15	1.20049e-15	1.22901e-12	1.37432e-15	1.17463e-15	1.3896e-12	1.34474e-15	6.64499e-13	7.52568e-13	8.56258e-14	3.84331e-16	1.9243e-13	1.83732e-16	2.20295e-13	8.05969e-16	7.96757e-19	9.22672e-16	3.95302e-16	3.98432e-13	4.52544e-16	1.51536e-18	1.78372e-15	1.73482e-18	8.52986e-16	3.82532e-18	6.99973e-05	2.15484e-15	2.43378e-15	1.22134e-12	1.16324e-15	1.39822e-12	1.39832e-12	1.32703e-15	1.60084e-12	6.67014e-13	8.05074e-10	7.63616e-13	7.57737e-13	9.11904e-10	8.67479e-13	4.36038e-10	4.93902e-10	1.40265e-06	1.62131e-13	1.83645e-13	9.20443e-11	8.78118e-14	1.05375e-10	1.04264e-10	9.9468e-14	1.19364e-10	4.98544e-11	5.98267e-08	5.70747e-11	5.64712e-11	6.77663e-08	6.46498e-11	3.24032e-08	3.67034e-08
